city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Muscat,Two,Two,Fully furnished,200,Fifth floor,One to five years,Monthly,300
Ad Dakhiliyah,Three,Three,Fully furnished,150,Ground floor,Zero to eleven months,Daily,35
Muscat,Two,Two,Fully furnished,100,Third floor,Six to nine years,Monthly,200
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Yearly,220
Muscat,One,One,Not furnished,150,Third floor,Six to nine years,Monthly,85
Muscat,Two,Three,Fully furnished,92,Sixth floor and up,One to five years,Daily,25
Al Batinah,Three,Two,Not furnished,100,First floor,Six to nine years,Monthly,120
Dhofar,One,One,Partially furnished,50,Second floor,Six to nine years,Yearly,90
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,240
Muscat,Two,Two,Not furnished,90,First floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,250
Muscat,One,One,Not furnished,85,First floor,Six to nine years,Yearly,160
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,250
Muscat,Three,Three,Not furnished,150,First floor,One to five years,Yearly,325
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Daily,20
Dhofar,Three,Two,Not furnished,140,First floor,ten to nineteen years,Yearly,150
Al Batinah,Two,Two,Partially furnished,90,First floor,Zero to eleven months,Yearly,130
Muscat,Two,Three,Not furnished,120,First floor,Zero to eleven months,Yearly,220
Dhofar,Two,Two,Fully furnished,250,Basement floor,Zero to eleven months,Daily,15
Muscat,Three,Three,Not furnished,111,Fourth floor,One to five years,Yearly,200
Dhofar,Two,Three,Fully furnished,600,Ground floor,One to five years,Monthly,100
Muscat,One,Two,Fully furnished,200,Ground floor,One to five years,Monthly,300
Muscat,Two,Two,Fully furnished,280,Fifth floor,Six to nine years,Monthly,310
Dhofar,Three,Two,Fully furnished,150,Ground floor,One to five years,Monthly,140
Dhofar,Studio,One,Fully furnished,50,Ground floor,One to five years,Daily,13
Dhofar,Studio,One,Fully furnished,50,Ground floor,One to five years,Daily,13
Al Batinah,One,One,Fully furnished,200,Basement floor,Zero to eleven months,Monthly,20
Muscat,Two,Two,Not furnished,90,Third floor,Zero to eleven months,Yearly,240
Ash Sharqiyah,Three,Three,Not furnished,150,First floor,Six to nine years,Monthly,100
Muscat,Two,Three,Not furnished,100,Ground floor,Zero to eleven months,Yearly,280
Muscat,Two,Four,Not furnished,130,Third floor,Zero to eleven months,Yearly,320
Muscat,Two,Two,Not furnished,120,First floor,Zero to eleven months,Yearly,250
Al Batinah,Two,Two,Partially furnished,100,Basement floor,Six to nine years,Monthly,100
Muscat,Three,Four,Not furnished,150,First floor,One to five years,Yearly,450
Muscat,One,One,Fully furnished,90,Ground floor,Six to nine years,Monthly,250
Muscat,Two,Two,Fully furnished,127,Second floor,One to five years,Yearly,650
Muscat,Two,Two,Partially furnished,130,Ground floor,One to five years,Monthly,160
Dhofar,Two,Two,Fully furnished,50,First floor,One to five years,Monthly,120
Muscat,One,Two,Not furnished,75,First floor,Six to nine years,Yearly,130
Muscat,Two,Three,Fully furnished,112,Third floor,One to five years,Monthly,260
Dhofar,Three,Three,Fully furnished,120,First floor,One to five years,Monthly,150
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Yearly,120
Dhofar,One,One,Fully furnished,60,First floor,One to five years,Yearly,270
Muscat,Two,Two,Fully furnished,150,Second floor,Zero to eleven months,Monthly,300
Muscat,One,One,Fully furnished,100,First floor,Zero to eleven months,Monthly,250
Muscat,Two,Three,Not furnished,105,Fifth floor,One to five years,Monthly,200
Muscat,Studio,Two,Not furnished,112,Ground floor,One to five years,Monthly,250
Muscat,Three,Three,Not furnished,60,Fifth floor,Zero to eleven months,Monthly,75
Al Wusta,Three,Two,Partially furnished,100,Ground floor,One to five years,Yearly,300
Muscat,Three,Three,Not furnished,120,First floor,One to five years,Monthly,320
Muscat,Two,Two,Fully furnished,120,Second floor,One to five years,Monthly,150
Dhofar,Two,Two,Fully furnished,450,Sixth floor and up,One to five years,Daily,25
Muscat,One,Two,Not furnished,100,Second floor,One to five years,Monthly,140
Ash Sharqiyah,Two,Two,Fully furnished,85,First floor,One to five years,Yearly,140
Muscat,Two,Two,Partially furnished,82,Sixth floor and up,Six to nine years,Yearly,220
Dhofar,Two,Two,Fully furnished,120,Second floor,One to five years,Yearly,100
Dhofar,Two,Two,Fully furnished,120,Second floor,Six to nine years,Daily,15
Dhofar,One,Two,Fully furnished,600,Ground floor,Zero to eleven months,Daily,65
Al Batinah,One,Two,Fully furnished,500,First floor,One to five years,Daily,10
Muscat,Two,Three,Fully furnished,270,Ground floor,One to five years,Monthly,600
Muscat,Studio,One,Fully furnished,80,Ground floor,Zero to eleven months,Monthly,200
Dhofar,Two,Two,Fully furnished,500,Fourth floor,Zero to eleven months,Yearly,120
Muscat,Three,Three,Not furnished,120,Ground floor,Six to nine years,Monthly,180
Muscat,One,One,Not furnished,71,Second floor,One to five years,Monthly,255
Dhofar,Three,Three,Fully furnished,696,Ground floor,Six to nine years,Daily,25
Al Batinah,One,Two,Not furnished,100,Second floor,One to five years,Yearly,100
Muscat,Two,Two,Not furnished,90,Ground floor,ten to nineteen years,Yearly,350
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Yearly,150
Muscat,Three,Three,Not furnished,230,First floor,One to five years,Monthly,180
Muscat,One,One,Fully furnished,70,First floor,One to five years,Monthly,160
Muscat,Three,Two,Partially furnished,105,Ground floor,One to five years,Monthly,185
Muscat,Studio,One,Fully furnished,70,First floor,One to five years,Monthly,200
Muscat,One,One,Fully furnished,200,First floor,One to five years,Monthly,230
Muscat,Two,Two,Fully furnished,200,First floor,One to five years,Monthly,250
Muscat,Two,One,Partially furnished,80,Ground floor,ten to nineteen years,Monthly,140
Muscat,One,Two,Not furnished,80,First floor,One to five years,Yearly,300
Muscat,Two,Three,Fully furnished,125,Second floor,One to five years,Monthly,320
Muscat,Two,Two,Fully furnished,100,Ground floor,One to five years,Monthly,225
Muscat,Five,Three,Not furnished,200,Ground floor,One to five years,Monthly,100
Muscat,Studio,Two,Fully furnished,600,First floor,Six to nine years,Daily,10
Muscat,Studio,One,Fully furnished,50,First floor,One to five years,Monthly,195
Muscat,Two,Two,Fully furnished,100,Second floor,One to five years,Daily,340
Muscat,Studio,One,Not furnished,60,First floor,One to five years,Monthly,170
Ad Dhahirah,Two,Two,Not furnished,150,Ground floor,Zero to eleven months,Monthly,100
Muscat,Two,Two,Not furnished,95,First floor,One to five years,Yearly,140
Muscat,Three,Three,Not furnished,250,First floor,Six to nine years,Yearly,200
Muscat,Three,Three,Not furnished,300,First floor,One to five years,Monthly,180
Muscat,Two,Three,Not furnished,180,First floor,Six to nine years,Yearly,250
Muscat,Three,Four,Not furnished,220,Ground floor,Zero to eleven months,Yearly,350
Muscat,One,One,Not furnished,60,First floor,Six to nine years,Yearly,200
Muscat,One,Two,Not furnished,100,First floor,One to five years,Monthly,175
Muscat,Two,Three,Not furnished,130,Third floor,One to five years,Monthly,410
Muscat,Two,Two,Not furnished,90,First floor,One to five years,Monthly,235
Muscat,One,One,Not furnished,80,First floor,ten to nineteen years,Monthly,100
Muscat,One,Two,Not furnished,90,First floor,One to five years,Monthly,150
Muscat,Studio,One,Fully furnished,50,Fifth floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,220
Muscat,Two,Three,Not furnished,200,Ground floor,One to five years,Monthly,165
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,250
Al Batinah,Two,Two,Not furnished,141,Second floor,One to five years,Monthly,350
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,240
Muscat,One,Two,Not furnished,100,First floor,One to five years,Monthly,190
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,235
Muscat,One,Two,Partially furnished,70,Sixth floor and up,One to five years,Yearly,335
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,240
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,250
Dhofar,Two,Two,Fully furnished,125,Ground floor,Zero to eleven months,Monthly,120
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Monthly,250
Muscat,One,Two,Not furnished,70,Third floor,Six to nine years,Yearly,225
Muscat,Two,Three,Partially furnished,140,Second floor,One to five years,Yearly,380
Muscat,Two,Two,Not furnished,55,First floor,One to five years,Yearly,230
Muscat,Two,Three,Not furnished,55,First floor,One to five years,Yearly,230
Muscat,Two,One,Fully furnished,115,Fifth floor,One to five years,Monthly,450
Muscat,Two,Three,Not furnished,55,First floor,One to five years,Yearly,160
Muscat,Two,Two,Not furnished,55,First floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,55,First floor,One to five years,Yearly,160
Muscat,One,Two,Not furnished,80,Second floor,Six to nine years,Monthly,170
Muscat,One,One,Not furnished,90,First floor,Six to nine years,Yearly,100
Muscat,Two,Two,Fully furnished,150,First floor,Zero to eleven months,Monthly,310
Dhofar,Two,Two,Fully furnished,90,Ground floor,Zero to eleven months,Monthly,200
Muscat,One,One,Not furnished,70,First floor,One to five years,Monthly,250
Muscat,Two,Two,Not furnished,90,Third floor,Zero to eleven months,Monthly,130
Muscat,Two,Two,Not furnished,90,Basement floor,One to five years,Yearly,120
Muscat,Three,Two,Not furnished,90,First floor,One to five years,Yearly,150
Muscat,Two,Two,Not furnished,70,First floor,Zero to eleven months,Monthly,130
Muscat,Three,Two,Fully furnished,130,Ground floor,Six to nine years,Monthly,200
Dhofar,Two,Two,Fully furnished,100,Basement floor,Zero to eleven months,Yearly,150
Muscat,Three,Three,Not furnished,120,Ground floor,One to five years,Monthly,160
Dhofar,Two,Two,Fully furnished,120,Ground floor,One to five years,Monthly,100
Al Batinah,Two,Two,Not furnished,100,First floor,One to five years,Monthly,110
Muscat,Three,Two,Fully furnished,119,Second floor,One to five years,Yearly,210
Dhofar,One,Two,Fully furnished,100,Fourth floor,One to five years,Daily,15
Muscat,One,Two,Fully furnished,60,Second floor,Six to nine years,Monthly,270
Dhofar,Three,Five or more,Fully furnished,200,Ground floor,One to five years,Daily,35
Muscat,Two,Three,Not furnished,108,Ground floor,One to five years,Yearly,140
Muscat,Three,Three,Fully furnished,140,First floor,Six to nine years,Monthly,180
Muscat,Two,Two,Fully furnished,90,Second floor,Six to nine years,Monthly,320
Ad Dakhiliyah,Two,Two,Partially furnished,100,First floor,One to five years,Monthly,100
Al Batinah,Studio,One,Fully furnished,60,Fifth floor,Zero to eleven months,Monthly,75
Muscat,Two,Two,Fully furnished,85,Second floor,One to five years,Monthly,200
Dhofar,Three,Three,Fully furnished,180,Ground floor,One to five years,Daily,30
Al Batinah,Two,Two,Partially furnished,636,Ground floor,Six to nine years,Monthly,120
Ad Dakhiliyah,Two,Two,Not furnished,100,Second floor,Zero to eleven months,Monthly,90
Muscat,One,One,Fully furnished,60,First floor,One to five years,Monthly,300
Al Wusta,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Yearly,250
Muscat,Two,Two,Not furnished,80,Second floor,Six to nine years,Monthly,160
Al Wusta,Two,Two,Fully furnished,100,Ground floor,Zero to eleven months,Monthly,250
Muscat,Two,Two,Fully furnished,130,Second floor,Zero to eleven months,Daily,18
Muscat,Three,Two,Not furnished,150,First floor,ten to nineteen years,Monthly,200
Ad Dakhiliyah,Three,Three,Not furnished,400,First floor,One to five years,Monthly,150
Dhofar,Two,Two,Fully furnished,100,Sixth floor and up,One to five years,Yearly,120
Muscat,Two,Three,Not furnished,300,Third floor,One to five years,Yearly,325
Dhofar,Three,Two,Fully furnished,300,Ground floor,Zero to eleven months,Daily,35
Al Batinah,Two,Two,Fully furnished,130,First floor,Six to nine years,Monthly,170
Muscat,Two,Two,Not furnished,130,Sixth floor and up,One to five years,Yearly,550
Muscat,Two,Two,Fully furnished,130,Sixth floor and up,One to five years,Yearly,600
Dhofar,Two,One,Fully furnished,55,Ground floor,Twenty years or more,Yearly,100
Al Batinah,Three,Two,Fully furnished,90,Ground floor,Six to nine years,Monthly,95
Al Batinah,Two,Two,Partially furnished,200,Ground floor,Six to nine years,Monthly,90
Muscat,Two,Two,Partially furnished,80,Ground floor,Six to nine years,Monthly,220
Muscat,Two,Two,Partially furnished,85,Sixth floor and up,ten to nineteen years,Monthly,180
Muscat,Three,Three,Not furnished,170,Third floor,One to five years,Yearly,350
Muscat,Three,Four,Not furnished,130,First floor,One to five years,Yearly,350
Muscat,Two,Three,Fully furnished,110,Second floor,Six to nine years,Monthly,280
Muscat,Two,Three,Fully furnished,120,Second floor,Twenty years or more,Yearly,280
Al Wusta,Three,One,Fully furnished,90,First floor,Zero to eleven months,Monthly,210
Muscat,One,Two,Not furnished,100,Fifth floor,One to five years,Yearly,190
Al Batinah,Two,Two,Partially furnished,200,Ground floor,Six to nine years,Monthly,130
Muscat,One,Two,Not furnished,70,Second floor,Six to nine years,Yearly,220
Dhofar,Three,Three,Fully furnished,175,Ground floor,Zero to eleven months,Daily,170
Muscat,Two,Two,Not furnished,100,Fourth floor,One to five years,Yearly,275
Muscat,Two,Two,Not furnished,120,Ground floor,Six to nine years,Yearly,400
Muscat,Two,Three,Fully furnished,105,Fourth floor,One to five years,Monthly,450
Muscat,One,Two,Not furnished,75,Sixth floor and up,One to five years,Monthly,240
Muscat,Two,Two,Fully furnished,65,Third floor,One to five years,Weekly,20
Dhofar,Two,Two,Fully furnished,100,Ground floor,Zero to eleven months,Yearly,120
Dhofar,Two,Two,Fully furnished,85,First floor,Six to nine years,Monthly,95
Muscat,Two,Three,Not furnished,90,First floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,125,Ground floor,Six to nine years,Yearly,230
Muscat,Three,Three,Not furnished,125,Ground floor,Six to nine years,Monthly,200
Muscat,One,Two,Not furnished,99,Third floor,One to five years,Yearly,230
Muscat,Two,Four,Partially furnished,137,Ground floor,One to five years,Yearly,550
Muscat,Four,Three,Not furnished,150,First floor,ten to nineteen years,Yearly,350
Muscat,Four,Four,Partially furnished,210,Second floor,One to five years,Yearly,450
Al Batinah,Three,Three,Not furnished,150,Basement floor,One to five years,Monthly,450
Al Batinah,Two,Two,Not furnished,100,Second floor,Zero to eleven months,Monthly,180
Muscat,Three,Three,Not furnished,140,First floor,Six to nine years,Yearly,300
Dhofar,One,One,Fully furnished,600,First floor,Zero to eleven months,Daily,10
Al Batinah,One,One,Partially furnished,70,First floor,Zero to eleven months,Monthly,120
Muscat,Three,Four,Not furnished,120,Sixth floor and up,One to five years,Monthly,600
Al Batinah,Two,One,Not furnished,75,Ground floor,ten to nineteen years,Monthly,65
Muscat,Two,Three,Fully furnished,109,Second floor,One to five years,Daily,15
Muscat,Two,Two,Not furnished,250,Second floor,One to five years,Yearly,160
Muscat,Two,Two,Not furnished,85,First floor,Zero to eleven months,Yearly,160
Muscat,Two,Two,Not furnished,120,Fifth floor,Six to nine years,Yearly,280
Muscat,Three,Three,Not furnished,140,Third floor,Six to nine years,Yearly,320
Muscat,Three,Two,Not furnished,82,Second floor,Zero to eleven months,Monthly,200
Muscat,Studio,One,Fully furnished,50,First floor,One to five years,Monthly,190
Muscat,Three,Two,Not furnished,116,First floor,One to five years,Yearly,600
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Daily,12
Ad Dhahirah,Two,Two,Not furnished,200,First floor,One to five years,Monthly,90
Al Buraimi,Two,Two,Not furnished,100,First floor,Zero to eleven months,Monthly,80
Muscat,Two,One,Partially furnished,104,Second floor,Zero to eleven months,Monthly,195
Muscat,One,One,Fully furnished,70,Fourth floor,One to five years,Monthly,230
Muscat,Three,Three,Not furnished,140,Basement floor,One to five years,Monthly,200
Dhofar,Three,Two,Fully furnished,320,First floor,Six to nine years,Monthly,125
Dhofar,Three,Two,Fully furnished,170,First floor,Zero to eleven months,Daily,18
Dhofar,Four,Four,Fully furnished,156,First floor,Six to nine years,Yearly,200
Al Wusta,Two,Two,Not furnished,80,Ground floor,Zero to eleven months,Yearly,250
Dhofar,Two,Two,Fully furnished,91,Ground floor,One to five years,Daily,25
Muscat,Three,Four,Fully furnished,130,Ground floor,Zero to eleven months,Daily,20
Dhofar,Two,One,Fully furnished,200,Ground floor,ten to nineteen years,Yearly,100
Muscat,Two,One,Not furnished,90,Second floor,One to five years,Yearly,140
Al Batinah,One,One,Not furnished,300,Second floor,Six to nine years,Monthly,38
Al Batinah,Two,Two,Not furnished,90,Ground floor,Zero to eleven months,Monthly,120
Muscat,One,One,Partially furnished,73,Second floor,Zero to eleven months,Monthly,300
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Yearly,210
Muscat,One,One,Not furnished,70,Ground floor,One to five years,Yearly,150
Muscat,Two,Two,Not furnished,84,Fifth floor,Zero to eleven months,Yearly,150
Al Batinah,Two,One,Fully furnished,60,Ground floor,Zero to eleven months,Monthly,130
Muscat,One,Two,Fully furnished,85,Second floor,One to five years,Monthly,270
Muscat,Three,Three,Fully furnished,90,First floor,Zero to eleven months,Monthly,250
Muscat,One,One,Not furnished,85,Second floor,One to five years,Monthly,150
Muscat,Three,Three,Not furnished,124,Ground floor,One to five years,Monthly,190
Muscat,One,One,Not furnished,75,First floor,One to five years,Monthly,170
Muscat,One,Three,Not furnished,190,Ground floor,One to five years,Monthly,165
Muscat,One,One,Not furnished,70,Ground floor,One to five years,Monthly,170
Muscat,Three,Three,Partially furnished,150,First floor,One to five years,Yearly,230
Al Batinah,Studio,One,Not furnished,80,Ground floor,One to five years,Monthly,90
Muscat,Two,Two,Partially furnished,114,Ground floor,Zero to eleven months,Yearly,150
Ad Dakhiliyah,Three,Two,Partially furnished,150,Third floor,Zero to eleven months,Monthly,150
Ad Dakhiliyah,Two,Three,Not furnished,130,First floor,One to five years,Monthly,100
Muscat,Three,Three,Not furnished,153,Third floor,Six to nine years,Yearly,360
Muscat,Two,Two,Not furnished,150,Ground floor,Six to nine years,Yearly,225
Muscat,Two,Three,Not furnished,80,First floor,Zero to eleven months,Monthly,150
Ad Dhahirah,Two,Two,Partially furnished,65,Second floor,One to five years,Monthly,120
Muscat,One,One,Not furnished,100,First floor,One to five years,Yearly,550
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,600
Muscat,Three,Two,Not furnished,200,Second floor,Six to nine years,Monthly,240
Muscat,One,One,Fully furnished,85,First floor,One to five years,Yearly,600
Muscat,Two,Two,Fully furnished,100,First floor,One to five years,Yearly,400
Al Batinah,Two,One,Not furnished,150,Second floor,ten to nineteen years,Monthly,100
Muscat,Three,Two,Not furnished,110,Ground floor,Six to nine years,Monthly,150
Dhofar,Three,Two,Fully furnished,125,Ground floor,One to five years,Daily,20
Muscat,Three,Two,Not furnished,104,First floor,One to five years,Yearly,155
Muscat,Six or more,Four,Not furnished,450,Ground floor,One to five years,Monthly,350
Dhofar,Four,Five or more,Fully furnished,200,Basement floor,One to five years,Daily,80
Dhofar,One,Two,Fully furnished,70,Second floor,Zero to eleven months,Daily,70
Muscat,Two,Two,Not furnished,110,First floor,One to five years,Monthly,225
Dhofar,Three,Three,Fully furnished,300,Ground floor,One to five years,Daily,30
Muscat,Three,Three,Not furnished,126,First floor,One to five years,Yearly,120
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Monthly,190
Dhofar,Three,Two,Fully furnished,150,Second floor,One to five years,Yearly,120
Muscat,Three,Three,Partially furnished,80,Second floor,One to five years,Yearly,160
Ash Sharqiyah,Two,Two,Not furnished,130,First floor,One to five years,Monthly,130
Muscat,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Monthly,700
Ad Dakhiliyah,Three,Three,Partially furnished,200,First floor,One to five years,Monthly,150
Muscat,Studio,One,Fully furnished,50,Second floor,One to five years,Monthly,200
Muscat,One,One,Fully furnished,110,Ground floor,Zero to eleven months,Yearly,290
Al Batinah,Two,Two,Partially furnished,120,First floor,Zero to eleven months,Yearly,100
Muscat,One,One,Fully furnished,65,Ground floor,Six to nine years,Monthly,260
Muscat,Four,Three,Fully furnished,127,First floor,Zero to eleven months,Daily,16
Muscat,Two,One,Fully furnished,65,First floor,Six to nine years,Monthly,300
Muscat,One,Two,Not furnished,600,Basement floor,One to five years,Monthly,180
Muscat,Three,Three,Fully furnished,100,First floor,One to five years,Daily,20
Muscat,One,Two,Not furnished,70,Fourth floor,One to five years,Yearly,250
Muscat,Three,Three,Not furnished,89,Third floor,Six to nine years,Monthly,130
Ash Sharqiyah,Two,Two,Fully furnished,90,Ground floor,One to five years,Monthly,100
Muscat,Three,Three,Fully furnished,100,First floor,One to five years,Daily,20
Muscat,Two,Three,Fully furnished,94,Sixth floor and up,One to five years,Daily,15
Muscat,Four,Three,Not furnished,150,Second floor,One to five years,Yearly,210
Dhofar,Two,Two,Fully furnished,140,Ground floor,Zero to eleven months,Daily,25
Al Batinah,Three,Three,Not furnished,225,Ground floor,One to five years,Monthly,180
Muscat,Two,Three,Not furnished,150,First floor,One to five years,Yearly,280
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,160
Muscat,Two,Three,Not furnished,80,Third floor,One to five years,Yearly,200
Dhofar,One,One,Fully furnished,65,First floor,Zero to eleven months,Weekly,30
Muscat,Two,One,Not furnished,100,Second floor,One to five years,Yearly,195
Muscat,Two,Three,Fully furnished,200,First floor,Zero to eleven months,Monthly,260
Muscat,Two,Three,Fully furnished,120,Second floor,One to five years,Monthly,360
Al Batinah,Two,Two,Not furnished,85,Ground floor,One to five years,Yearly,120
Muscat,Three,Three,Fully furnished,120,Second floor,One to five years,Monthly,370
Al Batinah,Two,Two,Partially furnished,70,Second floor,Zero to eleven months,Monthly,100
Muscat,Two,Three,Fully furnished,100,Second floor,One to five years,Monthly,450
Muscat,Two,Three,Not furnished,90,Second floor,One to five years,Yearly,280
Muscat,Two,Two,Not furnished,120,Second floor,Six to nine years,Yearly,120
Muscat,Two,Two,Not furnished,100,First floor,ten to nineteen years,Monthly,120
Muscat,Two,Two,Not furnished,90,First floor,One to five years,Monthly,200
Muscat,Three,Three,Not furnished,130,Second floor,ten to nineteen years,Monthly,150
Muscat,Two,Three,Not furnished,120,Ground floor,Six to nine years,Monthly,280
Dhofar,Studio,One,Fully furnished,50,First floor,One to five years,Daily,20
Muscat,One,One,Fully furnished,100,Fifth floor,Six to nine years,Monthly,140
Muscat,Two,Two,Not furnished,133,Fourth floor,One to five years,Yearly,675
Muscat,Two,Two,Not furnished,160,Third floor,Six to nine years,Yearly,600
Muscat,Two,Three,Not furnished,50,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,220
Muscat,Three,Three,Partially furnished,116,Third floor,Zero to eleven months,Yearly,330
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,160
Muscat,Two,Three,Not furnished,50,First floor,One to five years,Yearly,230
Dhofar,Three,Two,Fully furnished,180,Ground floor,One to five years,Daily,20
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,160
Muscat,Three,Two,Not furnished,100,Second floor,Zero to eleven months,Monthly,200
Muscat,Two,Two,Not furnished,180,First floor,Six to nine years,Yearly,160
Al Batinah,Studio,One,Fully furnished,60,Basement floor,One to five years,Monthly,70
Muscat,Two,Two,Not furnished,98,Third floor,One to five years,Monthly,225
Al Buraimi,Two,Two,Partially furnished,80,Ground floor,Six to nine years,Monthly,70
Muscat,Two,Three,Not furnished,125,First floor,One to five years,Monthly,100
Dhofar,Three,One,Fully furnished,130,Second floor,Six to nine years,Monthly,125
Al Batinah,Three,Two,Not furnished,300,Second floor,ten to nineteen years,Monthly,120
Muscat,Three,Two,Fully furnished,121,Sixth floor and up,One to five years,Yearly,260
Ash Sharqiyah,Two,Two,Fully furnished,120,First floor,Six to nine years,Monthly,150
Ad Dakhiliyah,Three,Three,Fully furnished,200,First floor,One to five years,Monthly,150
Al Batinah,Three,Three,Not furnished,300,First floor,Six to nine years,Monthly,180
Dhofar,Four,Four,Fully furnished,789,First floor,Six to nine years,Yearly,200
Muscat,Three,Three,Not furnished,110,First floor,One to five years,Monthly,150
Dhofar,Two,Two,Fully furnished,400,Second floor,One to five years,Monthly,100
Dhofar,Two,Two,Fully furnished,110,Ground floor,One to five years,Daily,20
Dhofar,Three,Three,Fully furnished,180,Ground floor,One to five years,Daily,35
Dhofar,Two,Two,Fully furnished,200,First floor,Zero to eleven months,Monthly,80
Al Batinah,Two,Two,Not furnished,90,First floor,One to five years,Monthly,110
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,95,First floor,Six to nine years,Yearly,150
Muscat,One,One,Not furnished,70,First floor,One to five years,Yearly,170
Dhofar,One,One,Fully furnished,300,First floor,One to five years,Daily,10
Dhofar,Three,Two,Fully furnished,150,Ground floor,Six to nine years,Monthly,100
Dhofar,Two,Two,Fully furnished,200,First floor,Six to nine years,Monthly,120
Al Batinah,Two,Two,Fully furnished,100,Second floor,One to five years,Daily,10
Muscat,Two,Two,Not furnished,150,Ground floor,Six to nine years,Yearly,225
Muscat,Three,Two,Partially furnished,89,Ground floor,ten to nineteen years,Monthly,150
Muscat,One,One,Not furnished,200,Ground floor,Twenty years or more,Monthly,250
Dhofar,Two,Two,Fully furnished,123,Ground floor,One to five years,Monthly,130
Dhofar,Two,Two,Not furnished,250,First floor,Zero to eleven months,Yearly,130
Muscat,Two,Three,Fully furnished,120,Fourth floor,Six to nine years,Monthly,280
Muscat,Three,Two,Not furnished,120,Second floor,Zero to eleven months,Yearly,170
Muscat,Two,Two,Fully furnished,170,Fifth floor,Six to nine years,Monthly,310
Muscat,One,One,Fully furnished,190,First floor,Six to nine years,Monthly,270
Muscat,Two,One,Not furnished,250,Second floor,One to five years,Monthly,190
Dhofar,Three,Two,Fully furnished,120,Ground floor,Six to nine years,Monthly,120
Muscat,Three,Four,Not furnished,150,Second floor,One to five years,Monthly,150
Muscat,One,One,Fully furnished,66,Sixth floor and up,Six to nine years,Yearly,220
Al Batinah,Two,Two,Not furnished,120,Ground floor,One to five years,Monthly,80
Muscat,Two,Two,Fully furnished,140,Fourth floor,Zero to eleven months,Monthly,350
Muscat,Studio,One,Fully furnished,60,First floor,One to five years,Monthly,160
Dhofar,Two,Two,Fully furnished,100,Fourth floor,One to five years,Daily,15
Muscat,Two,Three,Not furnished,90,Basement floor,Zero to eleven months,Monthly,185
Al Batinah,One,One,Not furnished,80,Second floor,One to five years,Monthly,120
Muscat,Three,Three,Partially furnished,150,Ground floor,One to five years,Monthly,220
Muscat,One,One,Fully furnished,120,Third floor,One to five years,Monthly,120
Ad Dakhiliyah,Three,Two,Not furnished,200,Second floor,Zero to eleven months,Monthly,110
Muscat,Two,Three,Not furnished,90,First floor,One to five years,Yearly,210
Muscat,Studio,One,Fully furnished,50,First floor,Six to nine years,Monthly,165
Muscat,Three,Three,Not furnished,170,Fifth floor,One to five years,Monthly,240
Al Batinah,Two,Two,Not furnished,400,Ground floor,Zero to eleven months,Yearly,150
Dhofar,Two,Two,Fully furnished,76,First floor,Six to nine years,Daily,15
Al Batinah,Two,Two,Not furnished,80,First floor,One to five years,Monthly,100
Ad Dakhiliyah,Three,Three,Not furnished,140,First floor,One to five years,Monthly,140
Muscat,Two,Two,Not furnished,110,Fourth floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,150,Fourth floor,One to five years,Monthly,200
Muscat,One,One,Not furnished,70,Second floor,Six to nine years,Yearly,140
Dhofar,Studio,One,Fully furnished,60,Third floor,One to five years,Daily,27
Muscat,Two,Two,Not furnished,110,Fourth floor,One to five years,Yearly,260
Al Wusta,Six or more,Five or more,Fully furnished,600,Ground floor,One to five years,Yearly,300
